uniqlo,xs,32,35
uniqlo,s,35,38
uniqlo,m,38,41
uniqlo,l,41,44
uniqlo,xl,44,47
uniqlo,xxl,47,50
h&m,xs,35,36
h&m,s,37,38
h&m,m,39,40
h&m,l,41,42
h&m,xl,43,44
h&m,xxl,45,46
hollister,xs,34,36
hollister,s,36,38
hollister,m,38,40
hollister,l,40,42
hollister,xl,42,44
ae,xs,34,36
ae,s,37,39
ae,m,40,42
ae,l,43,45
ae,xl,46,48
ae,xxl,49,51
